locationid,applicant,facility,cnn,descriptio,address,block_lot,block,lot,permit,status,food_items,x,y,latitude,longitude,schedule,days_hours,approved,received,priorpermi,exp_date,location
800959,May Catering,Truck,13768000,YORK ST: 19TH ST to 20TH ST (700 - 799),720 YORK ST,4080018,4080,18,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009791.694,2104761.232,37.75982584,-122.4092029,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo-Fr:10AM-11AM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7598258374358, -122.409202915083)"
800956,May Catering,Truck,13766000,YORK ST: MARIPOSA ST to 18TH ST (500 - 599),501 YORK ST,4015008,4015,8,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009887.393,2105884.09,37.76291431,-122.4089512,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo-Fr:10AM-11AM/12PM-1PM/2PM-3PM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7629143116115, -122.408951161538)"
800955,May Catering,Truck,2955000,BERRY ST: 05TH ST to 06TH ST (300 - 399),301 BERRY ST,8708002,8708,2,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014277.187,2109955.224,37.77433767,-122.3940533,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo-Fr:10AM-11AM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7743376663696, -122.394053286313)"
800954,May Catering,Truck,6746000,HARRISON ST: 17TH ST to MARIPOSA ST (2050 - 2149),2130 HARRISON ST,3573046,3573,46,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008655.377,2105873.066,37.76281495,-122.4132115,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo-Fr:10AM-11AM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7628149532289, -122.413211513673)"
800953,May Catering,Truck,2478101,CESAR CHAVEZ ST: KANSAS ST to BAY SHORE BLVD \ VERMONT ST (2501 - 2625) -- SOUTH --,2501 CESAR CHAVEZ ST,4339001,4339,1,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6011674.927,2100772.595,37.74897924,-122.4024092,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo-Fr:9AM-10AM/12PM-1PM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7489792411554, -122.402409234561)"
800952,May Catering,Truck,699001,16TH ST: OWENS ST to 07TH ST \ MISSISSIPPI ST (700 - 899),Assessors Block 8727/Lot005,8727005,8727,5,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014460.137,2106764.375,37.76558647,-122.3931971,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo/Mo/Mo/Mo/Mo:9AM-10AM/10AM-11AM/12PM-1PM/1PM-2PM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7655864681473, -122.393197101166)"
800951,May Catering,Truck,12685000,TREAT AVE: MISTRAL ST to END (630 - 699),630 TREAT AVE,3593038,3593,38,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008391.816,2104835.571,37.75995143,-122.4140497,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo-Fr:9AM-10AM/11AM-12PM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7599514294279, -122.414049680224)"
800950,May Catering,Truck,13767000,YORK ST: 18TH ST to 19TH ST (600 - 699),620 YORK ST,4023012,4023,12,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009734.778,2105398.284,37.76157185,-122.4094447,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo-Fr:9AM-10AM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7615718487197, -122.409444718958)"
800949,May Catering,Truck,1516000,26TH ST: TREAT AVE \ TREAT WAY to LUCKY ST (3133 - 3164),3150 26TH ST,6524019A,6524,019A,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008583.969,2101037.332,37.74953311,-122.4131165,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo-Fr:9AM-10AM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7495331145231, -122.413116536729)"
800948,May Catering,Truck,7166000,ILLINOIS ST: MARIPOSA ST \ TERRY A FRANCOIS BLVD to 18TH ST (600 - 699),600 ILLINOIS ST,3994011,3994,11,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015910.503,2106215.604,37.76416013,-122.3881423,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo-Fr:9AM-10AM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7641601282203, -122.388142262128)"
800946,May Catering,Truck,10672000,POTRERO AVE: 24TH ST to 25TH ST (1200 - 1299),1200 POTRERO AVE,4265026,4265,26,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6010430.557,2102108.308,37.75257727,-122.4068064,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo-Fr:9AM-10AM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7525772700714, -122.406806417152)"
800945,May Catering,Truck,8234000,LE CONTE AVE: 03RD ST to KEITH ST (1039 - 1099),1098 LE CONTE AVE,5475016,5475,16,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012690.947,2089990.938,37.71943172,-122.3981395,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo-Fr:9AM-10AM/12PM-1PM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7194317184807, -122.398139506914)"
800944,May Catering,Truck,1631000,29TH ST: DOLORES ST to CHURCH ST (200 - 299),210 29TH ST,6618010,6618,10,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6005080.565,2099108.286,37.7440391,-122.4250942,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo-Fr:9AM-10AM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7440390986017, -122.425094186331)"
800943,May Catering,Truck,2109000,ALABAMA ST: 16TH ST to 17TH ST (300 - 399),380 ALABAMA ST,3967049,3967,49,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008823.517,2106465.979,37.76445239,-122.4126719,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo-Fr:9AM-10AM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7644523927651, -122.412671891645)"
800941,May Catering,Truck,7169000,ILLINOIS ST: 20TH ST to 22ND ST (900 - 1099),1000 ILLINOIS ST,4109001,4109,1,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015939.401,2104425.293,37.75924592,-122.3879174,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo-Fr:8AM-9AM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7592459190261, -122.387917376991)"
800940,May Catering,Truck,7502000,JERROLD AVE: UPTON ST to NAPOLEON ST (2201 - 2299),2270 JERROLD AVE,5230008,5230,8,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012245.5,2099714.018,37.74610445,-122.4003618,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo-Fr:8AM-9AM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7461044517152, -122.400361834965)"
800939,May Catering,Truck,8700000,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2525 MARIN ST,4343001D,4343,001D,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6011789.79,2100273.801,37.74761607,-122.401977,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo-Fr:7AM-8AM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7476160722331, -122.401976975724)"
800938,May Catering,Truck,12626000,TOLAND ST: END to MCKINNON AVE (600 - 799),600 TOLAND ST,5285A011,5285A,11,16MFF-0111,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012349.895,2098741.535,37.74344004,-122.3999326,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0111&ExportPDF=1&Filename=16MFF-0111_schedule.pdf,Mo-Fr:7AM-8AM,5/6/2016 0:00:00,5/6/2016,1,3/15/2017 0:00:00,"(37.7434400420051, -122.399932569577)"
797447,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,8747202,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST to POWELL ST (800 - 890) -- NORTH --,870 MARKET ST,329005,329,5,16MFF-0110,REQUESTED,Soft pretzels: hot dogs: sausages: chips: popcorn: soda: espresso: cappucino: pastry: ica cream: ices: italian sausage: shish-ka-bob: churros: juice: water: various drinks,6010493.859,2113955.658,37.78511092,-122.4074227,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0110&ExportPDF=1&Filename=16MFF-0110_schedule.pdf,Mo-Su:6AM-9PM,,5/5/2016,1,3/15/2017 0:00:00,"(37.7851109204478, -122.407422668277)"
797445,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,12195000,STOCKTON ST: OFARRELL ST to GEARY ST (100 - 199),101 STOCKTON ST,314002,314,2,16MFF-0109,REQUESTED,Soft Pretzels: hot dogs: sausage: chips: popcorn: soda: espresso: cappucino: pastries: ice cream: italian sausages: shish-ka-bob: churros: juice: water: various drinks,6010660.159,2114587.863,37.78685611,-122.4068919,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0109&ExportPDF=1&Filename=16MFF-0109_schedule.pdf,Mo-Su:6AM-9PM,,5/5/2016,1,3/15/2017 0:00:00,"(37.7868561118831, -122.406891892997)"
797444,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,24892000,STOCKTON ST: 04TH ST \ ELLIS ST \ MARKET ST intersection,800 MARKET ST,329001,329,1,16MFF-0108,REQUESTED,Soft pretzels: hot dogs: sausages: chips: popcorn: sodea: coffee: espresso: cappucino: pastries: ice cream: Italian sausages: shish-ka-bob: churros: juice: water: various drinks.,6010729.654,2114081.536,37.78546975,-122.4066158,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0108&ExportPDF=1&Filename=16MFF-0108_schedule.pdf,Mo-Su:6AM-9PM,,5/5/2016,1,3/15/2017 0:00:00,"(37.7854697464899, -122.406615761073)"
797144,Two G's Catering,Truck,12532003,TERRY A FRANCOIS BLVD: MISSION BAY BLVD to MISSION BAY BLVD (0 - 0),Assessors Block 8720/Lot008,8720008,8720,8,16MFF-0107,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6016311.862,2108756.11,37.77115804,-122.3869313,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0107&ExportPDF=1&Filename=16MFF-0107_schedule.pdf,Mo-Su:10AM-11AM,5/5/2016 0:00:00,5/5/2016,1,3/15/2017 0:00:00,"(37.7711580369615, -122.386931257562)"
797141,Two G's Catering,Truck,416000,08TH ST: BRYANT ST to BRANNAN ST (500 - 599),599 08TH ST,3780007A,3780,007A,16MFF-0107,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6010905.634,2109124.318,37.77186823,-122.4056576,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0107&ExportPDF=1&Filename=16MFF-0107_schedule.pdf,Mo-Fr:12PM-2PM,5/5/2016 0:00:00,5/5/2016,1,3/15/2017 0:00:00,"(37.7718682257671, -122.405657636251)"
797140,Two G's Catering,Truck,2954000,BERRY ST: 04TH ST to 05TH ST (200 - 299),235 BERRY ST,8708 111,8708,111,16MFF-0107,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6014269.445,2110088.451,37.77470305,-122.3940894,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0107&ExportPDF=1&Filename=16MFF-0107_schedule.pdf,Mo-Fr:9AM-10AM/11AM-12PM,5/5/2016 0:00:00,5/5/2016,1,3/15/2017 0:00:00,"(37.7747030474687, -122.39408939657)"
797139,Two G's Catering,Truck,13653000,WILLIAMS AVE: CERES ST to MENDELL ST (65 - 99),71 WILLIAMS AVE,5414022,5414,22,16MFF-0107,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6013782.892,2093534.846,37.72922334,-122.3946131,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0107&ExportPDF=1&Filename=16MFF-0107_schedule.pdf,Mo-Fr:9AM-10AM,5/5/2016 0:00:00,5/5/2016,1,3/15/2017 0:00:00,"(37.7292233375937, -122.394613062664)"
797138,Two G's Catering,Truck,2734000,BARNEVELD AVE: JERROLD AVE to LOOMIS ST \ MCKINNON AVE (100 - 299),175 BARNEVELD AVE,5286A018,5286A,18,16MFF-0107,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6011606.148,2099252.817,37.74480242,-122.4025402,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0107&ExportPDF=1&Filename=16MFF-0107_schedule.pdf,Mo-Fr:9AM-10AM,5/5/2016 0:00:00,5/5/2016,1,3/15/2017 0:00:00,"(37.7448024193644, -122.402540218927)"
797137,Two G's Catering,Truck,1407000,25TH ST: MINNESOTA ST to I-280 N ON RAMP \ INDIANA ST (1100 - 1199),1150 25TH ST,4228017,4228,17,16MFF-0107,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6015221.227,2102215.701,37.75313904,-122.3902468,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0107&ExportPDF=1&Filename=16MFF-0107_schedule.pdf,Mo-Fr:8AM-9AM,5/5/2016 0:00:00,5/5/2016,1,3/15/2017 0:00:00,"(37.7531390379784, -122.390246816981)"
797136,Two G's Catering,Truck,12665000,TOWNSEND ST: 06TH ST to 07TH ST (500 - 599),516 TOWNSEND ST,3784007,3784,7,16MFF-0107,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6012412.751,2109668,37.77344521,-122.4004826,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0107&ExportPDF=1&Filename=16MFF-0107_schedule.pdf,Mo-Fr:8AM-9AM,5/5/2016 0:00:00,5/5/2016,1,3/15/2017 0:00:00,"(37.7734452149215, -122.400482576546)"
797135,Two G's Catering,Truck,7195000,INDIANA ST: 20TH ST to 22ND ST (800 - 999),975 INDIANA ST,4106023,4106,23,16MFF-0107,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6015069.268,2104050.997,37.75816994,-122.3909006,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0107&ExportPDF=1&Filename=16MFF-0107_schedule.pdf,Mo-Fr:8AM-9AM,5/5/2016 0:00:00,5/5/2016,1,3/15/2017 0:00:00,"(37.7581699396153, -122.390900582667)"
797134,Two G's Catering,Truck,3295000,BRYANT ST: KATE ST to DECATUR ST (940 - 983),950 BRYANT ST,3758127,3758,127,16MFF-0107,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6010831.642,2109760.53,37.77361098,-122.4059584,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0107&ExportPDF=1&Filename=16MFF-0107_schedule.pdf,Mo-Fr:8AM-9AM,5/5/2016 0:00:00,5/5/2016,1,3/15/2017 0:00:00,"(37.773610979516, -122.405958407112)"
797133,Two G's Catering,Truck,3088000,BRANNAN ST: 07TH ST to 08TH ST (800 - 899),840 BRANNAN ST,3780078,3780,78,16MFF-0107,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6011252.805,2109369.807,37.77256169,-122.404474,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0107&ExportPDF=1&Filename=16MFF-0107_schedule.pdf,Mo-Fr:8AM-9AM,5/5/2016 0:00:00,5/5/2016,1,3/15/2017 0:00:00,"(37.772561689774, -122.404474024011)"
797132,Two G's Catering,Truck,3294000,BRYANT ST: LANGTON ST to KATE ST (920 - 977),945 BRYANT ST,3780079,3780,79,16MFF-0107,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6011062.611,2109567.575,37.77309408,-122.4051459,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0107&ExportPDF=1&Filename=16MFF-0107_schedule.pdf,Mo-Fr:8AM-9AM,5/5/2016 0:00:00,5/5/2016,1,3/15/2017 0:00:00,"(37.7730940844723, -122.405145856485)"
797131,Two G's Catering,Truck,2863000,BEALE ST: DAVIS ST \ MARKET ST \ PINE ST to MISSION ST (1 - 99),30 BEALE ST,3710002,3710,2,16MFF-0107,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6013516.114,2116322.014,37.79177708,-122.3971325,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0107&ExportPDF=1&Filename=16MFF-0107_schedule.pdf,Mo-Fr:7AM-9AM,5/5/2016 0:00:00,5/5/2016,1,3/15/2017 0:00:00,"(37.7917770783642, -122.397132524462)"
797130,Two G's Catering,Truck,2954000,BERRY ST: 04TH ST to 05TH ST (200 - 299),201 BERRY ST,8708003,8708,3,16MFF-0107,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6014509.734,2110397.928,37.77556615,-122.3932798,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0107&ExportPDF=1&Filename=16MFF-0107_schedule.pdf,Mo-Fr:6AM-7AM,5/5/2016 0:00:00,5/5/2016,1,3/15/2017 0:00:00,"(37.7755661544145, -122.393279842341)"
797129,Two G's Catering,Truck,185105,03RD ST: SOUTH ST to 16TH ST (1601 - 1799) -- EAST --,1799 03RD ST,8722001,8722,1,16MFF-0107,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6016110.001,2107608.418,37.76799555,-122.3875494,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0107&ExportPDF=1&Filename=16MFF-0107_schedule.pdf,Mo-Fr:6AM-7AM,5/5/2016 0:00:00,5/5/2016,1,3/15/2017 0:00:00,"(37.7679955456856, -122.387549426547)"
797110,"Slider Shack, LLC.",Truck,12044000,SPEAR ST: MARKET ST to MISSION ST (1 - 99),60 SPEAR ST,3712023,3712,23,16MFF-0106,APPROVED,Sliders: Tater Tots: Beverages,6014255.311,2116583.43,37.79253599,-122.3945932,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0106&ExportPDF=1&Filename=16MFF-0106_schedule.pdf,Tu/We:10AM-3PM,5/5/2016 0:00:00,5/5/2016,0,3/15/2017 0:00:00,"(37.7925359884311, -122.394593199235)"
797109,"Slider Shack, LLC.",Truck,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,3720008,3720,8,16MFF-0106,APPROVED,Sliders: Tater Tots: Beverages,6013858.06,2115347.095,37.78911921,-122.395881,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0106&ExportPDF=1&Filename=16MFF-0106_schedule.pdf,Mo/Th/Fr:10AM-3PM,5/5/2016 0:00:00,5/5/2016,0,3/15/2017 0:00:00,"(37.7891192076677, -122.395881039335)"
